{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-39.984377}
{0,0,-11.812384}
{0,0,-17.803126}
{0,0,-17.928414}
{0,0,-18.051217}
{0,0,-18.171496}
{0,0,-18.289027}
{0,0,-18.403703}
{0,0,-18.515411}
{0,0,-18.623989}
{0,0,-18.729298}
{0,0,-18.831201}
{0,0,-18.929619}
{0,0,-19.024378}
{0,0,-19.115331}
{0,0,-19.202398}
{0,0,-19.285458}
{0,0,-19.364374}
{0,0,-19.439051}
{0,0,-19.509399}
{0,0,-19.575286}
{0,0,-19.636621}
{0,0,-19.693328}
{0,0,-19.745328}
{0,0,-19.792508}
{0,0,-19.834843}
{0,0,-19.872253}
{0,0,-19.904657}
{0,0,-19.932035}
{0,0,-19.954336}
{0,0,-19.971528}
{0,0,-19.983574}
{0,0,-19.990464}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
{0,0,-39.901804}
{0,0,-39.937893}
{0,0,-39.963707}
{0,0,-39.979205}
{0,0,-17.718576}
{0,0,-35.563977}
{0,0,-35.815321}
{0,0,-36.061786}
{0,0,-36.303177}
{0,0,-36.539196}
{0,0,-36.769496}
{0,0,-36.993923}
{0,0,-37.212139}
{0,0,-37.423862}
{0,0,-37.628818}
{0,0,-37.82682}
{0,0,-38.017585}
{0,0,-38.200772}
{0,0,-38.376209}
{0,0,-38.54368}
{0,0,-38.702907}
{0,0,-38.853683}
{0,0,-38.995834}
{0,0,-39.129112}
{0,0,-39.253305}
{0,0,-39.36827}
{0,0,-39.473849}
{0,0,-39.56983}
{0,0,-39.656112}
{0,0,-39.732588}
{0,0,-39.799071}
{0,0,-39.855503}
